"entity","predicate","type"
"https://w3id.org/cskg/resource/adverse_neurodevelopmental_outcome","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/advertisement_of_online_shop","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/aerial_haptic_feedback","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/aerosol_formation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/affective_facial_expressions_synthesis","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/afm_irdiverse_chemical_composition_analysis","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/agenda_setting_in_policy_making","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/aging_prisoner","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/aging_research","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/agroecosystem","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/air_traffic_operation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/airline_aircraft_management","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/al_interconnect","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/alchemical_binding_free_energy_calculation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/alcohol_purchasing_behaviour","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/alert_clustering","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/algorithm_adjustment","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/algorithmic_expedient","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/all_trans_retinal_production","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/allocation_of_high_performance_computing_resource","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/allocation_of_system_resource","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/alternative_assessment","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/aluminium_ion_sensing","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/ambient_assisted_living_application","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/ambiguity_issue","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/ambulatory_measures_of_vascular_function","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/amplification_of_femtosecond_pulse","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/amyotrophic_lateral_sclerosis","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/analysingleishmaniapromastigote_phagocytosis","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/analysis_of_acid_base_misconception","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/analysis_of_breast_cancer_lesion","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/analysis_of_discussion","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/analysis_of_distributed_system","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/analysis_of_fat_containing_lesion","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/analysis_of_highway_alignment","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/analysis_of_malware_forum_post","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/analysis_of_motion_pattern","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/analysis_of_multivariate_data","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/analysis_of_state_space_system","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/analysis_of_structural_vibration","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/analysis_of_the_material_stress_state","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/analysis_of_the_propagating_mode","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/analysis_of_user_behavior","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/analysis_ofwater_environment","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/analytic_research","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/analytical_challenge","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/analyzing_security_vulnerability","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/analyzing_spt_data","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/analyzingnetwork_information_flow","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/animal_and_human_communication","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/anomalous_diffusion_process","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/anomaly_detection_phase","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/antenna_synthesis","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/anti_counterfeit_application","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/anti_crisis_development","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/anti_malarial_effort","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/ap_selection","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/apds_application","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/apical_seismocardiography","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/appearance_variation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/apperception","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/application_optimization","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/application_security","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/applications_area","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/approximation_of_multi_output_logic_function","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/approximation_reasoning","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/approximations_of_solution","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/aquifer_vulnerability","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/architectural_design_field","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/archival_study","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/armed_attack","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/array_based_analysis","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/arterial_stiffness_measurement","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/asd_children_rehabilitation_training","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/asd_detection","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/assembly_line_productivity","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/assessing_seawater_intrusion","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/assessing_underlying_inflation_development","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/assessment_of_alcohol_related_health_risk","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/assessment_of_cities_thermal_condition","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/assessment_of_constitutive_parameter","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/assessment_of_dynamic_system_behaviour","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/assessment_of_neuropsychological_status","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/assessment_of_pollutant_emission","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/assessment_of_spontaneous_baroreflex_sensitivity","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/assessment_of_the_dam_operating_state","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/asset_allocation_problem","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/asset_mapping","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/asynchronous_investigative_document_analysis_task","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/atmospheric_circulation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/atmospheric_hg_photoreduction","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/attenuating_flat_reflection","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/attenuation_of_single_time_harmonic_current","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/attribute_noise_problem","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/attribute_subset_collection","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/attribute_value_repair","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/audio_and_video_information_transmission","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/audiovisual_simultaneity","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/augmentation_rhinoplasty","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/augmented_reality_based_interactive_learning_environment","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/authentic_self_expression","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/authentication_of_digital_image","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/autoimmunity","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automated_ecg_analysis_technique","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automated_external_defibrillators_aeds","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automated_fabrication_of_physical_object","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automated_multimedia_installation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automated_nondestructive_ultrasonic_testing","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automated_screening_application","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automated_test_procedure","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automatic_acquisition_of_the_absolute_coordinate","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automatic_algorithm_selection","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automatic_analysis_and_classification","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automatic_biomedical_brain_tumour_detection","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automatic_choreography","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automatic_classification_of_pa","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automatic_control_field","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automatic_derivation_of_the_dixon_determinant","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automatic_disease_prediction","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automatic_extraction_of_bangla_compound_verb","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automatic_grasping","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automatic_kidney_tumor_segmentation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automatic_learning","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automatic_level_of_industrial_radiography_inspection","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automatic_lv_segmentation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automatic_prediction_of_advertising_effectiveness","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automatic_regeneration","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automatic_segmentation_of_the_epicardium","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automatic_setup","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automatic_short_answer_grading","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
"https://w3id.org/cskg/resource/automatic_speech_segmentation","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","https://w3id.org/cskg/ontology#Task"
